,gwid,statename,from,to,group,groupid,gwgroupid,umbrella,size,status,reg_aut,N_CAT_GROUPS,N_GROUPS,power_level
2223,490,"Congo, Democratic Republic of (Zaire)",1961,1961,Bakongo,3000,49003000,,0.103,JUNIOR PARTNER,True,7,8,2
2224,490,"Congo, Democratic Republic of (Zaire)",1961,1961,Tetela-Kusu,12000,49012000,,0.08,POWERLESS,True,7,8,1
2225,490,"Congo, Democratic Republic of (Zaire)",1961,1961,Luba Kasai,5000,49005000,,0.07,SELF-EXCLUSION,True,7,8,-1
2226,490,"Congo, Democratic Republic of (Zaire)",1961,1961,Lunda-Yeke,11000,49011000,,0.056,SELF-EXCLUSION,True,7,8,-1
2227,490,"Congo, Democratic Republic of (Zaire)",1961,1961,Luba Shaba,7000,49007000,,0.05,POWERLESS,True,7,8,1
2228,490,"Congo, Democratic Republic of (Zaire)",1961,1961,Ngbandi,8000,49008000,,0.02,SENIOR PARTNER,True,7,8,3
2229,490,"Congo, Democratic Republic of (Zaire)",1961,1961,UNCATEGORIZED,0,49000000,,0.46099999999999997,POWERLESS,,7,8,1
2230,490,"Congo, Democratic Republic of (Zaire)",1962,1963,Mongo,4000,49004000,,0.16,JUNIOR PARTNER,True,7,8,2
2231,490,"Congo, Democratic Republic of (Zaire)",1962,1963,Bakongo,3000,49003000,,0.103,JUNIOR PARTNER,True,7,8,2
2232,490,"Congo, Democratic Republic of (Zaire)",1962,1963,Tetela-Kusu,12000,49012000,,0.08,POWERLESS,True,7,8,1
2233,490,"Congo, Democratic Republic of (Zaire)",1962,1963,Luba Kasai,5000,49005000,,0.07,POWERLESS,True,7,8,1
2234,490,"Congo, Democratic Republic of (Zaire)",1962,1963,Lunda-Yeke,11000,49011000,,0.056,SELF-EXCLUSION,True,7,8,-1
2235,490,"Congo, Democratic Republic of (Zaire)",1962,1963,Luba Shaba,7000,49007000,,0.05,POWERLESS,True,7,8,1
2236,490,"Congo, Democratic Republic of (Zaire)",1962,1963,Ngbandi,8000,49008000,,0.02,SENIOR PARTNER,True,7,8,3
2237,490,"Congo, Democratic Republic of (Zaire)",1962,1963,UNCATEGORIZED,0,49000000,,0.46099999999999997,POWERLESS,,7,8,1
2238,490,"Congo, Democratic Republic of (Zaire)",1964,1964,Mongo,4000,49004000,,0.16,JUNIOR PARTNER,True,7,8,2
2239,490,"Congo, Democratic Republic of (Zaire)",1964,1964,Bakongo,3000,49003000,,0.103,JUNIOR PARTNER,True,7,8,2
2240,490,"Congo, Democratic Republic of (Zaire)",1964,1964,Tetela-Kusu,12000,49012000,,0.08,POWERLESS,True,7,8,1
2241,490,"Congo, Democratic Republic of (Zaire)",1964,1964,Luba Kasai,5000,49005000,,0.07,POWERLESS,True,7,8,1
2242,490,"Congo, Democratic Republic of (Zaire)",1964,1964,Lunda-Yeke,11000,49011000,,0.056,POWERLESS,True,7,8,1
2243,490,"Congo, Democratic Republic of (Zaire)",1964,1964,Luba Shaba,7000,49007000,,0.05,POWERLESS,True,7,8,1
2244,490,"Congo, Democratic Republic of (Zaire)",1964,1964,Ngbandi,8000,49008000,,0.02,SENIOR PARTNER,True,7,8,3
2245,490,"Congo, Democratic Republic of (Zaire)",1964,1964,UNCATEGORIZED,0,49000000,,0.46099999999999997,POWERLESS,,7,8,1
2246,490,"Congo, Democratic Republic of (Zaire)",1965,1965,Mongo,4000,49004000,,0.16,JUNIOR PARTNER,True,7,8,2
2247,490,"Congo, Democratic Republic of (Zaire)",1965,1965,Bakongo,3000,49003000,,0.103,JUNIOR PARTNER,True,7,8,2
2248,490,"Congo, Democratic Republic of (Zaire)",1965,1965,Tetela-Kusu,12000,49012000,,0.08,POWERLESS,True,7,8,1
2249,490,"Congo, Democratic Republic of (Zaire)",1965,1965,Luba Kasai,5000,49005000,,0.07,POWERLESS,True,7,8,1
2250,490,"Congo, Democratic Republic of (Zaire)",1965,1965,Lunda-Yeke,11000,49011000,,0.056,JUNIOR PARTNER,True,7,8,2
2251,490,"Congo, Democratic Republic of (Zaire)",1965,1965,Luba Shaba,7000,49007000,,0.05,POWERLESS,True,7,8,1
2252,490,"Congo, Democratic Republic of (Zaire)",1965,1965,Ngbandi,8000,49008000,,0.02,SENIOR PARTNER,True,7,8,3
2253,490,"Congo, Democratic Republic of (Zaire)",1965,1965,UNCATEGORIZED,0,49000000,,0.46099999999999997,POWERLESS,,7,8,1
2254,490,"Congo, Democratic Republic of (Zaire)",1966,1990,Mongo,4000,49004000,,0.16,POWERLESS,False,12,13,1
2255,490,"Congo, Democratic Republic of (Zaire)",1966,1990,Bakongo,3000,49003000,,0.103,POWERLESS,False,12,13,1
2256,490,"Congo, Democratic Republic of (Zaire)",1966,1990,Tetela-Kusu,12000,49012000,,0.08,POWERLESS,False,12,13,1
2257,490,"Congo, Democratic Republic of (Zaire)",1966,1990,Luba Kasai,5000,49005000,,0.07,POWERLESS,False,12,13,1
2258,490,"Congo, Democratic Republic of (Zaire)",1966,1990,Lunda-Yeke,11000,49011000,,0.056,IRRELEVANT,,12,13,1
2259,490,"Congo, Democratic Republic of (Zaire)",1966,1990,Luba Shaba,7000,49007000,,0.05,POWERLESS,False,12,13,1
2260,490,"Congo, Democratic Republic of (Zaire)",1966,1990,Lulua,9000,49009000,,0.05,POWERLESS,False,12,13,1
2261,490,"Congo, Democratic Republic of (Zaire)",1966,1990,Other Kivu groups,10000,49010000,,0.05,POWERLESS,False,12,13,1
2262,490,"Congo, Democratic Republic of (Zaire)",1966,1990,Mbandja,2000,49002000,,0.04,JUNIOR PARTNER,False,12,13,2
2263,490,"Congo, Democratic Republic of (Zaire)",1966,1990,Ngbaka,6000,49006000,,0.02,JUNIOR PARTNER,False,12,13,2
2264,490,"Congo, Democratic Republic of (Zaire)",1966,1990,Ngbandi,8000,49008000,,0.02,SENIOR PARTNER,False,12,13,3
2265,490,"Congo, Democratic Republic of (Zaire)",1966,1990,Tutsi-Banyamulenge,13000,49013000,,0.02,POWERLESS,False,12,13,1
2266,490,"Congo, Democratic Republic of (Zaire)",1966,1990,UNCATEGORIZED,0,49000000,,0.2809999999999999,POWERLESS,,12,13,1
2267,490,"Congo, Democratic Republic of (Zaire)",1991,1997,Mongo,4000,49004000,,0.16,POWERLESS,False,12,13,1
2268,490,"Congo, Democratic Republic of (Zaire)",1991,1997,Bakongo,3000,49003000,,0.103,POWERLESS,False,12,13,1
2269,490,"Congo, Democratic Republic of (Zaire)",1991,1997,Tetela-Kusu,12000,49012000,,0.08,POWERLESS,False,12,13,1
2270,490,"Congo, Democratic Republic of (Zaire)",1991,1997,Luba Kasai,5000,49005000,,0.07,POWERLESS,False,12,13,1
2271,490,"Congo, Democratic Republic of (Zaire)",1991,1997,Lunda-Yeke,11000,49011000,,0.056,IRRELEVANT,,12,13,1
2272,490,"Congo, Democratic Republic of (Zaire)",1991,1997,Luba Shaba,7000,49007000,,0.05,POWERLESS,False,12,13,1
2273,490,"Congo, Democratic Republic of (Zaire)",1991,1997,Lulua,9000,49009000,,0.05,POWERLESS,False,12,13,1
2274,490,"Congo, Democratic Republic of (Zaire)",1991,1997,Other Kivu groups,10000,49010000,,0.05,POWERLESS,False,12,13,1
2275,490,"Congo, Democratic Republic of (Zaire)",1991,1997,Mbandja,2000,49002000,,0.04,JUNIOR PARTNER,False,12,13,2
2276,490,"Congo, Democratic Republic of (Zaire)",1991,1997,Ngbaka,6000,49006000,,0.02,JUNIOR PARTNER,False,12,13,2
2277,490,"Congo, Democratic Republic of (Zaire)",1991,1997,Ngbandi,8000,49008000,,0.02,SENIOR PARTNER,False,12,13,3
2278,490,"Congo, Democratic Republic of (Zaire)",1991,1997,Tutsi-Banyamulenge,13000,49013000,,0.02,DISCRIMINATED,False,12,13,0
2279,490,"Congo, Democratic Republic of (Zaire)",1991,1997,UNCATEGORIZED,0,49000000,,0.2809999999999999,POWERLESS,,12,13,1
2280,490,"Congo, Democratic Republic of (Zaire)",1998,1998,Mongo,4000,49004000,,0.16,POWERLESS,False,12,13,1
2281,490,"Congo, Democratic Republic of (Zaire)",1998,1998,Bakongo,3000,49003000,,0.103,POWERLESS,False,12,13,1
2282,490,"Congo, Democratic Republic of (Zaire)",1998,1998,Tetela-Kusu,12000,49012000,,0.08,POWERLESS,False,12,13,1
2283,490,"Congo, Democratic Republic of (Zaire)",1998,1998,Luba Kasai,5000,49005000,,0.07,POWERLESS,False,12,13,1
2284,490,"Congo, Democratic Republic of (Zaire)",1998,1998,Lunda-Yeke,11000,49011000,,0.056,JUNIOR PARTNER,False,12,13,2
2285,490,"Congo, Democratic Republic of (Zaire)",1998,1998,Luba Shaba,7000,49007000,,0.05,JUNIOR PARTNER,False,12,13,2
2286,490,"Congo, Democratic Republic of (Zaire)",1998,1998,Lulua,9000,49009000,,0.05,POWERLESS,False,12,13,1
2287,490,"Congo, Democratic Republic of (Zaire)",1998,1998,Other Kivu groups,10000,49010000,,0.05,POWERLESS,False,12,13,1
2288,490,"Congo, Democratic Republic of (Zaire)",1998,1998,Mbandja,2000,49002000,,0.04,POWERLESS,False,12,13,1
2289,490,"Congo, Democratic Republic of (Zaire)",1998,1998,Ngbaka,6000,49006000,,0.02,POWERLESS,False,12,13,1
2290,490,"Congo, Democratic Republic of (Zaire)",1998,1998,Ngbandi,8000,49008000,,0.02,POWERLESS,False,12,13,1
2291,490,"Congo, Democratic Republic of (Zaire)",1998,1998,Tutsi-Banyamulenge,13000,49013000,,0.02,SENIOR PARTNER,False,12,13,3
2292,490,"Congo, Democratic Republic of (Zaire)",1998,1998,UNCATEGORIZED,0,49000000,,0.2809999999999999,POWERLESS,,12,13,1
2293,490,"Congo, Democratic Republic of (Zaire)",1999,2003,Mongo,4000,49004000,,0.16,POWERLESS,False,12,13,1
2294,490,"Congo, Democratic Republic of (Zaire)",1999,2003,Bakongo,3000,49003000,,0.103,POWERLESS,False,12,13,1
2295,490,"Congo, Democratic Republic of (Zaire)",1999,2003,Tetela-Kusu,12000,49012000,,0.08,POWERLESS,False,12,13,1
2296,490,"Congo, Democratic Republic of (Zaire)",1999,2003,Luba Kasai,5000,49005000,,0.07,POWERLESS,False,12,13,1
2297,490,"Congo, Democratic Republic of (Zaire)",1999,2003,Lunda-Yeke,11000,49011000,,0.056,JUNIOR PARTNER,False,12,13,2
2298,490,"Congo, Democratic Republic of (Zaire)",1999,2003,Luba Shaba,7000,49007000,,0.05,SENIOR PARTNER,False,12,13,3
2299,490,"Congo, Democratic Republic of (Zaire)",1999,2003,Lulua,9000,49009000,,0.05,POWERLESS,False,12,13,1
2300,490,"Congo, Democratic Republic of (Zaire)",1999,2003,Other Kivu groups,10000,49010000,,0.05,JUNIOR PARTNER,False,12,13,2
2301,490,"Congo, Democratic Republic of (Zaire)",1999,2003,Mbandja,2000,49002000,,0.04,POWERLESS,False,12,13,1
2302,490,"Congo, Democratic Republic of (Zaire)",1999,2003,Ngbaka,6000,49006000,,0.02,POWERLESS,False,12,13,1
2303,490,"Congo, Democratic Republic of (Zaire)",1999,2003,Ngbandi,8000,49008000,,0.02,POWERLESS,False,12,13,1
2304,490,"Congo, Democratic Republic of (Zaire)",1999,2003,Tutsi-Banyamulenge,13000,49013000,,0.02,DISCRIMINATED,False,12,13,0
2305,490,"Congo, Democratic Republic of (Zaire)",1999,2003,UNCATEGORIZED,0,49000000,,0.2809999999999999,POWERLESS,,12,13,1
2306,490,"Congo, Democratic Republic of (Zaire)",2004,2006,Mongo,4000,49004000,,0.16,POWERLESS,False,12,13,1
2307,490,"Congo, Democratic Republic of (Zaire)",2004,2006,Bakongo,3000,49003000,,0.103,POWERLESS,False,12,13,1
2308,490,"Congo, Democratic Republic of (Zaire)",2004,2006,Tetela-Kusu,12000,49012000,,0.08,POWERLESS,False,12,13,1
2309,490,"Congo, Democratic Republic of (Zaire)",2004,2006,Luba Kasai,5000,49005000,,0.07,POWERLESS,False,12,13,1
2310,490,"Congo, Democratic Republic of (Zaire)",2004,2006,Lunda-Yeke,11000,49011000,,0.056,SENIOR PARTNER,False,12,13,3
2311,490,"Congo, Democratic Republic of (Zaire)",2004,2006,Luba Shaba,7000,49007000,,0.05,SENIOR PARTNER,False,12,13,3
2312,490,"Congo, Democratic Republic of (Zaire)",2004,2006,Lulua,9000,49009000,,0.05,POWERLESS,False,12,13,1
2313,490,"Congo, Democratic Republic of (Zaire)",2004,2006,Other Kivu groups,10000,49010000,,0.05,JUNIOR PARTNER,False,12,13,2
2314,490,"Congo, Democratic Republic of (Zaire)",2004,2006,Mbandja,2000,49002000,,0.04,JUNIOR PARTNER,False,12,13,2
2315,490,"Congo, Democratic Republic of (Zaire)",2004,2006,Ngbaka,6000,49006000,,0.02,JUNIOR PARTNER,False,12,13,2
2316,490,"Congo, Democratic Republic of (Zaire)",2004,2006,Ngbandi,8000,49008000,,0.02,JUNIOR PARTNER,False,12,13,2
2317,490,"Congo, Democratic Republic of (Zaire)",2004,2006,Tutsi-Banyamulenge,13000,49013000,,0.02,JUNIOR PARTNER,False,12,13,2
2318,490,"Congo, Democratic Republic of (Zaire)",2004,2006,UNCATEGORIZED,0,49000000,,0.2809999999999999,POWERLESS,,12,13,1
2319,490,"Congo, Democratic Republic of (Zaire)",2007,2014,Mongo,4000,49004000,,0.16,POWERLESS,False,12,13,1
2320,490,"Congo, Democratic Republic of (Zaire)",2007,2014,Bakongo,3000,49003000,,0.103,POWERLESS,False,12,13,1
2321,490,"Congo, Democratic Republic of (Zaire)",2007,2014,Tetela-Kusu,12000,49012000,,0.08,POWERLESS,False,12,13,1
2322,490,"Congo, Democratic Republic of (Zaire)",2007,2014,Luba Kasai,5000,49005000,,0.07,POWERLESS,False,12,13,1
2323,490,"Congo, Democratic Republic of (Zaire)",2007,2014,Lunda-Yeke,11000,49011000,,0.056,SENIOR PARTNER,False,12,13,3
2324,490,"Congo, Democratic Republic of (Zaire)",2007,2014,Luba Shaba,7000,49007000,,0.05,SENIOR PARTNER,False,12,13,3
2325,490,"Congo, Democratic Republic of (Zaire)",2007,2014,Lulua,9000,49009000,,0.05,POWERLESS,False,12,13,1
2326,490,"Congo, Democratic Republic of (Zaire)",2007,2014,Other Kivu groups,10000,49010000,,0.05,JUNIOR PARTNER,False,12,13,2
2327,490,"Congo, Democratic Republic of (Zaire)",2007,2014,Mbandja,2000,49002000,,0.04,POWERLESS,False,12,13,1
2328,490,"Congo, Democratic Republic of (Zaire)",2007,2014,Ngbaka,6000,49006000,,0.02,POWERLESS,False,12,13,1
2329,490,"Congo, Democratic Republic of (Zaire)",2007,2014,Ngbandi,8000,49008000,,0.02,POWERLESS,False,12,13,1
2330,490,"Congo, Democratic Republic of (Zaire)",2007,2014,Tutsi-Banyamulenge,13000,49013000,,0.02,DISCRIMINATED,False,12,13,0
2331,490,"Congo, Democratic Republic of (Zaire)",2007,2014,UNCATEGORIZED,0,49000000,,0.2809999999999999,POWERLESS,,12,13,1
2332,490,"Congo, Democratic Republic of (Zaire)",2015,2016,Mongo,4000,49004000,,0.16,POWERLESS,False,12,13,1
2333,490,"Congo, Democratic Republic of (Zaire)",2015,2016,Bakongo,3000,49003000,,0.103,POWERLESS,False,12,13,1
2334,490,"Congo, Democratic Republic of (Zaire)",2015,2016,Tetela-Kusu,12000,49012000,,0.08,POWERLESS,False,12,13,1
2335,490,"Congo, Democratic Republic of (Zaire)",2015,2016,Luba Kasai,5000,49005000,,0.07,POWERLESS,False,12,13,1
2336,490,"Congo, Democratic Republic of (Zaire)",2015,2016,Lunda-Yeke,11000,49011000,,0.056,SENIOR PARTNER,False,12,13,3
2337,490,"Congo, Democratic Republic of (Zaire)",2015,2016,Luba Shaba,7000,49007000,,0.05,SENIOR PARTNER,False,12,13,3
2338,490,"Congo, Democratic Republic of (Zaire)",2015,2016,Lulua,9000,49009000,,0.05,POWERLESS,False,12,13,1
2339,490,"Congo, Democratic Republic of (Zaire)",2015,2016,Other Kivu groups,10000,49010000,,0.05,JUNIOR PARTNER,False,12,13,2
2340,490,"Congo, Democratic Republic of (Zaire)",2015,2016,Mbandja,2000,49002000,,0.04,JUNIOR PARTNER,False,12,13,2
2341,490,"Congo, Democratic Republic of (Zaire)",2015,2016,Ngbaka,6000,49006000,,0.02,JUNIOR PARTNER,False,12,13,2
2342,490,"Congo, Democratic Republic of (Zaire)",2015,2016,Ngbandi,8000,49008000,,0.02,JUNIOR PARTNER,False,12,13,2
2343,490,"Congo, Democratic Republic of (Zaire)",2015,2016,Tutsi-Banyamulenge,13000,49013000,,0.02,DISCRIMINATED,False,12,13,0
2344,490,"Congo, Democratic Republic of (Zaire)",2015,2016,UNCATEGORIZED,0,49000000,,0.2809999999999999,POWERLESS,,12,13,1
2345,490,"Congo, Democratic Republic of (Zaire)",2017,2019,Mongo,4000,49004000,,0.16,POWERLESS,False,12,13,1
2346,490,"Congo, Democratic Republic of (Zaire)",2017,2019,Bakongo,3000,49003000,,0.103,POWERLESS,False,12,13,1
2347,490,"Congo, Democratic Republic of (Zaire)",2017,2019,Tetela-Kusu,12000,49012000,,0.08,POWERLESS,False,12,13,1
2348,490,"Congo, Democratic Republic of (Zaire)",2017,2019,Luba Kasai,5000,49005000,,0.07,JUNIOR PARTNER,False,12,13,2
2349,490,"Congo, Democratic Republic of (Zaire)",2017,2019,Lunda-Yeke,11000,49011000,,0.056,SENIOR PARTNER,False,12,13,3
2350,490,"Congo, Democratic Republic of (Zaire)",2017,2019,Luba Shaba,7000,49007000,,0.05,SENIOR PARTNER,False,12,13,3
2351,490,"Congo, Democratic Republic of (Zaire)",2017,2019,Lulua,9000,49009000,,0.05,POWERLESS,False,12,13,1
2352,490,"Congo, Democratic Republic of (Zaire)",2017,2019,Other Kivu groups,10000,49010000,,0.05,JUNIOR PARTNER,False,12,13,2
2353,490,"Congo, Democratic Republic of (Zaire)",2017,2019,Mbandja,2000,49002000,,0.04,JUNIOR PARTNER,False,12,13,2
2354,490,"Congo, Democratic Republic of (Zaire)",2017,2019,Ngbaka,6000,49006000,,0.02,JUNIOR PARTNER,False,12,13,2
2355,490,"Congo, Democratic Republic of (Zaire)",2017,2019,Ngbandi,8000,49008000,,0.02,JUNIOR PARTNER,False,12,13,2
2356,490,"Congo, Democratic Republic of (Zaire)",2017,2019,Tutsi-Banyamulenge,13000,49013000,,0.02,DISCRIMINATED,False,12,13,0
2357,490,"Congo, Democratic Republic of (Zaire)",2017,2019,UNCATEGORIZED,0,49000000,,0.2809999999999999,POWERLESS,,12,13,1
2358,490,"Congo, Democratic Republic of (Zaire)",2020,2021,Mongo,4000,49004000,,0.16,POWERLESS,False,12,13,1
2359,490,"Congo, Democratic Republic of (Zaire)",2020,2021,Bakongo,3000,49003000,,0.103,POWERLESS,False,12,13,1
2360,490,"Congo, Democratic Republic of (Zaire)",2020,2021,Tetela-Kusu,12000,49012000,,0.08,POWERLESS,False,12,13,1
2361,490,"Congo, Democratic Republic of (Zaire)",2020,2021,Luba Kasai,5000,49005000,,0.07,SENIOR PARTNER,False,12,13,3
2362,490,"Congo, Democratic Republic of (Zaire)",2020,2021,Lunda-Yeke,11000,49011000,,0.056,SENIOR PARTNER,False,12,13,3
2363,490,"Congo, Democratic Republic of (Zaire)",2020,2021,Luba Shaba,7000,49007000,,0.05,SENIOR PARTNER,False,12,13,3
2364,490,"Congo, Democratic Republic of (Zaire)",2020,2021,Lulua,9000,49009000,,0.05,POWERLESS,False,12,13,1
2365,490,"Congo, Democratic Republic of (Zaire)",2020,2021,Other Kivu groups,10000,49010000,,0.05,JUNIOR PARTNER,False,12,13,2
2366,490,"Congo, Democratic Republic of (Zaire)",2020,2021,Mbandja,2000,49002000,,0.04,POWERLESS,False,12,13,1
2367,490,"Congo, Democratic Republic of (Zaire)",2020,2021,Ngbaka,6000,49006000,,0.02,POWERLESS,False,12,13,1
2368,490,"Congo, Democratic Republic of (Zaire)",2020,2021,Ngbandi,8000,49008000,,0.02,POWERLESS,False,12,13,1
2369,490,"Congo, Democratic Republic of (Zaire)",2020,2021,Tutsi-Banyamulenge,13000,49013000,,0.02,DISCRIMINATED,False,12,13,0
2370,490,"Congo, Democratic Republic of (Zaire)",2020,2021,UNCATEGORIZED,0,49000000,,0.2809999999999999,POWERLESS,,12,13,1
2371,500,Uganda,1962,1966,"Northerners (Langi, Acholi, Teso, Madi, Kakwa-Nubian, Lugbara, Alur)",9000,50009000,,0.253,SENIOR PARTNER,False,4,5,3
2372,500,Uganda,1962,1966,"South-Westeners (Ankole, Banyoro, Toro, Banyarwanda)",11000,50011000,,0.2,JUNIOR PARTNER,False,4,5,2
2373,500,Uganda,1962,1966,Baganda,2000,50002000,,0.16,SENIOR PARTNER,True,4,5,3
2374,500,Uganda,1962,1966,Basoga,4000,50004000,,0.08,JUNIOR PARTNER,False,4,5,2
2375,500,Uganda,1962,1966,UNCATEGORIZED,0,50000000,,0.30700000000000005,POWERLESS,,4,5,1
2376,500,Uganda,1967,1969,"South-Westeners (Ankole, Banyoro, Toro, Banyarwanda)",11000,50011000,,0.2,POWERLESS,False,5,6,1
2377,500,Uganda,1967,1969,"Northerners (Langi, Acholi, Madi, Kakwa-Nubian, Lugbara, Alur)",9100,50009100,50009000.0,0.173,DOMINANT,,5,6,4
2378,500,Uganda,1967,1969,Baganda,2000,50002000,,0.16,DISCRIMINATED,False,5,6,0
2379,500,Uganda,1967,1969,Basoga,4000,50004000,,0.08,POWERLESS,False,5,6,1
2380,500,Uganda,1967,1969,Teso,9210,50009210,50009200.0,0.08,DISCRIMINATED,False,5,6,0
2381,500,Uganda,1967,1969,UNCATEGORIZED,0,50000000,,0.30700000000000005,POWERLESS,,5,6,1
2382,500,Uganda,1970,1971,"South-Westeners (Ankole, Banyoro, Toro, Banyarwanda)",11000,50011000,,0.2,POWERLESS,False,6,7,1
2383,500,Uganda,1970,1971,Baganda,2000,50002000,,0.16,DISCRIMINATED,False,6,7,0
2384,500,Uganda,1970,1971,Langi/Acholi,9120,50009120,50009100.0,0.1,SENIOR PARTNER,False,6,7,3
2385,500,Uganda,1970,1971,Basoga,4000,50004000,,0.08,POWERLESS,False,6,7,1
2386,500,Uganda,1970,1971,Teso,9210,50009210,50009200.0,0.08,DISCRIMINATED,False,6,7,0
2387,500,Uganda,1970,1971,"Far North-West Nile (Kakwa-Nubian, Madi, Lugbara, Alur)",9110,50009110,50009100.0,0.079,JUNIOR PARTNER,False,6,7,2
2388,500,Uganda,1970,1971,UNCATEGORIZED,0,50000000,,0.30100000000000016,POWERLESS,,6,7,1
2389,500,Uganda,1972,1974,"South-Westeners (Ankole, Banyoro, Toro, Banyarwanda)",11000,50011000,,0.2,POWERLESS,False,8,9,1
2390,500,Uganda,1972,1974,Baganda,2000,50002000,,0.16,POWERLESS,False,8,9,1
2391,500,Uganda,1972,1974,Langi/Acholi,9120,50009120,50009100.0,0.1,DISCRIMINATED,False,8,9,0
2392,500,Uganda,1972,1974,Basoga,4000,50004000,,0.08,POWERLESS,False,8,9,1
2393,500,Uganda,1972,1974,Teso,9210,50009210,50009200.0,0.08,DISCRIMINATED,False,8,9,0
2394,500,Uganda,1972,1974,"Far North-West Nile (Kakwa-Nubian, Madi, Lugbara, Alur)",9110,50009110,50009100.0,0.079,DOMINANT,,8,9,4
2395,500,Uganda,1972,1974,Karamojong,7000,50007000,,0.02,DISCRIMINATED,False,8,9,0
2396,500,Uganda,1972,1974,Asians,1000,50001000,,0.005,DISCRIMINATED,False,8,9,0
2397,500,Uganda,1972,1974,UNCATEGORIZED,0,50000000,,0.276,POWERLESS,,8,9,1
2398,500,Uganda,1975,1979,"South-Westeners (Ankole, Banyoro, Toro, Banyarwanda)",11000,50011000,,0.2,DISCRIMINATED,False,9,10,0
2399,500,Uganda,1975,1979,Baganda,2000,50002000,,0.16,DISCRIMINATED,False,9,10,0
2400,500,Uganda,1975,1979,Langi/Acholi,9120,50009120,50009100.0,0.1,DISCRIMINATED,False,9,10,0
2401,500,Uganda,1975,1979,Basoga,4000,50004000,,0.08,DISCRIMINATED,False,9,10,0
2402,500,Uganda,1975,1979,Teso,9210,50009210,50009200.0,0.08,POWERLESS,False,9,10,1
2403,500,Uganda,1975,1979,"Far North-West Nilers (Madi, Lugbara, Alur)",9111,50009111,50009110.0,0.049,POWERLESS,False,9,10,1
2404,500,Uganda,1975,1979,Kakwa-Nubian,9112,50009112,50009110.0,0.031,DOMINANT,,9,10,4
2405,500,Uganda,1975,1979,Karamojong,7000,50007000,,0.02,DISCRIMINATED,False,9,10,0
2406,500,Uganda,1975,1979,Asians,1000,50001000,,0.005,IRRELEVANT,,9,10,1
2407,500,Uganda,1975,1979,UNCATEGORIZED,0,50000000,,0.275,POWERLESS,,9,10,1
2408,500,Uganda,1980,1986,"South-Westeners (Ankole, Banyoro, Toro, Banyarwanda)",11000,50011000,,0.2,DISCRIMINATED,False,7,8,0
2409,500,Uganda,1980,1986,"Northerners (Langi, Acholi, Teso)",9200,50009200,50009000.0,0.18,DOMINANT,,7,8,4
2410,500,Uganda,1980,1986,Baganda,2000,50002000,,0.16,DISCRIMINATED,False,7,8,0
2411,500,Uganda,1980,1986,Basoga,4000,50004000,,0.08,DISCRIMINATED,False,7,8,0
2412,500,Uganda,1980,1986,"Far North-West Nile (Kakwa-Nubian, Madi, Lugbara, Alur)",9110,50009110,50009100.0,0.079,DISCRIMINATED,False,7,8,0
2413,500,Uganda,1980,1986,Karamojong,7000,50007000,,0.02,DISCRIMINATED,False,7,8,0
2414,500,Uganda,1980,1986,Asians,1000,50001000,,0.005,IRRELEVANT,,7,8,1
2415,500,Uganda,1980,1986,UNCATEGORIZED,0,50000000,,0.276,POWERLESS,,7,8,1
2416,500,Uganda,1987,1990,"South-Westeners (Ankole, Banyoro, Toro, Banyarwanda)",11000,50011000,,0.2,SENIOR PARTNER,False,8,9,3
2417,500,Uganda,1987,1990,Baganda,2000,50002000,,0.16,JUNIOR PARTNER,False,8,9,2
2418,500,Uganda,1987,1990,Langi/Acholi,9120,50009120,50009100.0,0.1,DISCRIMINATED,False,8,9,0
2419,500,Uganda,1987,1990,Basoga,4000,50004000,,0.08,JUNIOR PARTNER,False,8,9,2
2420,500,Uganda,1987,1990,Teso,9210,50009210,50009200.0,0.08,DISCRIMINATED,False,8,9,0
2421,500,Uganda,1987,1990,"Far North-West Nile (Kakwa-Nubian, Madi, Lugbara, Alur)",9110,50009110,50009100.0,0.079,IRRELEVANT,,8,9,1
2422,500,Uganda,1987,1990,Karamojong,7000,50007000,,0.02,IRRELEVANT,,8,9,1
2423,500,Uganda,1987,1990,Asians,1000,50001000,,0.005,IRRELEVANT,,8,9,1
2424,500,Uganda,1987,1990,UNCATEGORIZED,0,50000000,,0.276,POWERLESS,,8,9,1
2425,500,Uganda,1991,2005,Baganda,2000,50002000,,0.16,JUNIOR PARTNER,False,9,10,2
2426,500,Uganda,1991,2005,"South-Westerners (Ankole, Banyoro, Toro)",11090,50011090,50011000.0,0.141,SENIOR PARTNER,False,9,10,3
2427,500,Uganda,1991,2005,Langi/Acholi,9120,50009120,50009100.0,0.1,DISCRIMINATED,False,9,10,0
2428,500,Uganda,1991,2005,Basoga,4000,50004000,,0.08,JUNIOR PARTNER,False,9,10,2
2429,500,Uganda,1991,2005,Teso,9210,50009210,50009200.0,0.08,DISCRIMINATED,False,9,10,0
2430,500,Uganda,1991,2005,"Far North-West Nile (Kakwa-Nubian, Madi, Lugbara, Alur)",9110,50009110,50009100.0,0.079,IRRELEVANT,,9,10,1
2431,500,Uganda,1991,2005,Banyarwanda,11030,50011030,50011000.0,0.059,DISCRIMINATED,False,9,10,0
2432,500,Uganda,1991,2005,Karamojong,7000,50007000,,0.02,IRRELEVANT,,9,10,1
2433,500,Uganda,1991,2005,Asians,1000,50001000,,0.005,IRRELEVANT,,9,10,1
